"transaction_date","transaction_id","customer_id","customer_gender","customer_location","customer_tenure_months","produkt_sku","product_category","quantity","avg_price","delivery_charges","revenue","coupon_status","discount_pct","gst_onsale","daily_offline","daily_online","transaction_month","transaction_month_str","AOV_segment"
2019-02-09,"20,054","13,081",F,New York,5,GGOEGOAR021999,Office,1,1.5,6.5,8,Used,20,0.1,"3,000","2,659.34",2,feb,Medium-High
2019-02-09,"20,054","13,081",F,New York,5,GGOEGOAC021799,Office,1,0.99,6.5,7.49,Clicked,20,0.1,"3,000","2,659.34",2,feb,Medium-High
2019-02-26,"21,420","15,867",M,New York,11,GGOEGOAQ012899,Office,4,2.5,6.5,16.5,Used,20,0.1,"4,000","1,951.71",2,feb,Medium-Low
2019-02-09,"20,044","16,455",F,Illinois,23,GGOEGOCR017899,Office,15,3.99,6.5,66.35,Used,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-09,"20,044","16,455",F,Illinois,23,GGOEGOAR021899,Office,15,1.25,6.5,25.25,Used,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-09,"20,044","16,455",F,Illinois,23,GGOEGOAQ018099,Office,2,3.99,6.5,14.48,Used,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-15,"20,492","14,810",M,California,21,GGOEGFKQ020799,Office,30,2.39,84.7,156.4,Used,20,0.1,"3,000","1,738.89",2,feb,Medium-High
2019-02-09,"20,044","16,455",F,Illinois,23,GGOEGFKQ020399,Office,15,1.99,6.5,36.35,Clicked,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-09,"20,036","16,455",F,Illinois,23,GGOEGOBG023599,Office,1,2.39,6.5,8.89,Clicked,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-26,"21,420","15,867",M,New York,11,GGOEGOAC021799,Office,3,0.99,6.5,9.47,Used,20,0.1,"4,000","1,951.71",2,feb,Medium-Low
2019-02-09,"20,036","16,455",F,Illinois,23,GGOEGFKQ020799,Office,1,2.39,6.5,8.89,Clicked,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-09,"20,027","12,395",F,New Jersey,10,GGOEGOLC014299,Office,7,4.79,18.47,52,Not Used,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-26,"21,399","15,867",M,New York,11,GGOEGOAQ020099,Office,15,2.39,13.78,49.63,Used,20,0.1,"4,000","1,951.71",2,feb,Medium-Low
2019-02-09,"20,027","12,395",F,New Jersey,10,GGOEGOFH020299,Office,7,1.59,18.47,29.6,Not Used,20,0.1,"3,000","2,659.34",2,feb,Medium-Low
2019-02-09,"20,023","16,725",F,Illinois,48,GGOEGGOA017399,Office,6,0.99,6.5,12.44,Clicked,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-09,"20,023","16,725",F,Illinois,48,GGOEGFKQ020799,Office,3,2.99,6.5,15.47,Clicked,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-09,"20,022","16,725",F,Illinois,48,GGOEGOAA017199,Office,1,3.99,28.78,32.77,Used,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-09,"20,019","16,725",F,Illinois,48,GGOEGOAQ012899,Office,2,2.5,6.5,11.5,Used,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-09,"20,015","16,725",F,Illinois,48,GGOEGFKQ020799,Office,10,2.39,12.76,36.66,Used,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-09,"20,015","16,725",F,Illinois,48,GGOEGFKQ020399,Office,1,1.59,12.76,14.35,Not Used,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-09,"20,015","16,725",F,Illinois,48,GGOEAFKQ020499,Office,3,1.59,12.76,17.53,Clicked,20,0.1,"3,000","2,659.34",2,feb,Low
2019-02-15,"20,492","14,810",M,California,21,GGOEGOCR017899,Office,30,3.19,84.7,180.4,Not Used,20,0.1,"3,000","1,738.89",2,feb,Medium-High
2019-02-15,"20,508","18,118",M,Illinois,24,GGOEGOAR013099,Office,5,5.5,6.5,34,Used,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,508","18,118",M,Illinois,24,GGOEGOAR021899,Office,10,1.25,6.5,19,Used,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,508","18,118",M,Illinois,24,GGOEGOFH020299,Office,5,1.99,6.5,16.45,Clicked,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,511","18,118",M,Illinois,24,GGOEGOAB015899,Office,24,1.5,6.5,42.5,Not Used,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,511","18,118",M,Illinois,24,GGOEGOAQ020099,Office,24,2.99,6.5,78.26,Clicked,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,511","18,118",M,Illinois,24,GGOEGOAR021999,Office,24,1.5,6.5,42.5,Used,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,511","18,118",M,Illinois,24,GGOEGOCC017599,Office,12,3.99,6.5,54.38,Clicked,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-13,"20,339","16,931",F,New Jersey,37,GGOEGOCC017599,Office,1,3.99,6.5,10.49,Used,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-15,"20,511","18,118",M,Illinois,24,GGOEGOCR017899,Office,12,3.99,6.5,54.38,Clicked,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-15,"20,518","18,118",M,Illinois,24,GGOEGGOA017399,Office,20,0.99,17.96,37.76,Clicked,20,0.1,"3,000","1,738.89",2,feb,High
2019-02-16,"20,527","18,118",M,Illinois,24,GGOEGOCT019199,Office,1,9.99,20.78,30.77,Not Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,528","18,118",M,Illinois,24,GGOEGOAR013099,Office,1,5.5,6.5,12,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,531","18,118",M,Illinois,24,GGOEGOBG023599,Office,5,2.39,6.5,18.45,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-08,"19,961","12,793",F,Illinois,39,GGOEGOLC014299,Office,1,5.99,6.5,12.49,Used,20,0.1,"3,000","1,973.27",2,feb,High
2019-02-16,"20,541","18,118",M,Illinois,24,GGOEYOLR018699,Office,2,6.99,20.74,34.72,Not Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,547","18,118",M,Illinois,24,GGOEAFKQ020599,Office,50,2.39,146.74,266.24,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,547","18,118",M,Illinois,24,GGOEGFKQ020399,Office,50,1.59,146.74,226.24,Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,547","18,118",M,Illinois,24,GGOEGOCC017599,Office,25,3.19,146.74,226.49,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,547","18,118",M,Illinois,24,GGOEGOCR017899,Office,50,3.19,146.74,306.24,Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-01,"19,390","13,370",M,Washington DC,41,GGOEYFKQ020699,Office,3,1.59,28.78,33.55,Clicked,20,0.1,700,692.67,2,feb,Medium-Low
2019-02-16,"20,547","18,118",M,Illinois,24,GGOEGOFH020299,Office,50,1.59,146.74,226.24,Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,553","18,118",M,Illinois,24,GGOEGGOA017399,Office,30,0.99,139.84,169.54,Not Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-07,"19,915","17,198",F,New York,18,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Clicked,20,0.1,"3,000",877.2,2,feb,High
2019-02-16,"20,554","18,118",M,Illinois,24,GGOEAFKQ020599,Office,1,2.99,6.5,9.49,Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-07,"19,914","17,198",F,New York,18,GGOEGOCC017599,Office,100,3.99,6.5,405.5,Clicked,20,0.1,"3,000",877.2,2,feb,High
2019-02-16,"20,554","18,118",M,Illinois,24,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-07,"19,911","17,198",F,New York,18,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Clicked,20,0.1,"3,000",877.2,2,feb,High
2019-02-16,"20,572","12,841",F,California,19,GGOEGOAA017099,Office,4,3.99,6.5,22.46,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,572","12,841",F,California,19,GGOEGOCB017499,Office,15,10.99,6.5,171.35,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,576","12,841",F,California,19,GGOEGFKA022299,Office,1,1.2,6.5,7.7,Clicked,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-16,"20,576","12,841",F,California,19,GGOEGFKQ020399,Office,1,1.59,6.5,8.09,Used,20,0.1,"3,000","3,784.07",2,feb,High
2019-02-07,"19,898","17,198",F,New York,18,GGOEGOCB017499,Office,7,10.99,6.5,83.43,Not Used,20,0.1,"3,000",877.2,2,feb,High
2019-02-07,"19,879","17,198",F,New York,18,GGOEYFKQ020699,Office,1,1.99,6.5,8.49,Used,20,0.1,"3,000",877.2,2,feb,High
2019-02-07,"19,875","17,198",F,New York,18,GGOEYOLR018699,Office,1,6.99,24.47,31.46,Clicked,20,0.1,"3,000",877.2,2,feb,High
2019-02-07,"19,849","15,373",M,Washington DC,24,GGOEGOAC016199,Office,1,7.99,6.5,14.49,Used,20,0.1,"3,000",877.2,2,feb,Medium-High
2019-02-07,"19,849","15,373",M,Washington DC,24,GGOEGFKQ020399,Office,1,1.59,6.5,8.09,Not Used,20,0.1,"3,000",877.2,2,feb,Medium-High
2019-02-07,"19,839","17,841",M,California,21,GGOEAOCH014199,Office,1,7.19,35.3,42.49,Clicked,20,0.1,"3,000",877.2,2,feb,Medium-High
2019-02-07,"19,837","17,841",M,California,21,GGOEGOAR021899,Office,5,1.25,6.5,12.75,Clicked,20,0.1,"3,000",877.2,2,feb,Medium-High
2019-02-07,"19,837","17,841",M,California,21,GGOEGOAQ012899,Office,4,2.5,6.5,16.5,Used,20,0.1,"3,000",877.2,2,feb,Medium-High
2019-02-06,"19,815","14,723",M,Illinois,4,GGOEAOCH014199,Office,2,8.99,6.5,24.48,Not Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,809","17,954",F,New York,22,GGOEGOCT019199,Office,1,7.99,12.76,20.75,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,809","17,954",F,New York,22,GGOEGOAR021999,Office,1,1.2,12.76,13.96,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,806","17,954",F,New York,22,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-16,"20,601","17,796",F,Washington DC,5,GGOEGFKQ020799,Office,1,2.99,6.5,9.49,Clicked,20,0.1,"3,000","3,784.07",2,feb,Medium-High
2019-02-16,"20,601","17,796",F,Washington DC,5,GGOEGOAB021699,Office,2,1.99,6.5,10.48,Clicked,20,0.1,"3,000","3,784.07",2,feb,Medium-High
2019-02-06,"19,805","17,954",F,New York,22,GGOEYOLR080599,Office,15,6.39,18.47,114.32,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-16,"20,601","17,796",F,Washington DC,5,GGOEGOAC016199,Office,1,8.99,6.5,15.49,Used,20,0.1,"3,000","3,784.07",2,feb,Medium-High
2019-02-06,"19,803","17,954",F,New York,22,GGOEGFKQ020399,Office,2,1.99,6.5,10.48,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,803","14,723",M,Illinois,4,GGOEAFKQ020599,Office,2,2.99,6.5,12.48,Not Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-16,"20,601","17,796",F,Washington DC,5,GGOEGOAQ012899,Office,1,2.5,6.5,9,Not Used,20,0.1,"3,000","3,784.07",2,feb,Medium-High
2019-02-16,"20,601","17,796",F,Washington DC,5,GGOEGOAR013099,Office,1,5.5,6.5,12,Used,20,0.1,"3,000","3,784.07",2,feb,Medium-High
2019-02-06,"19,803","14,723",M,Illinois,4,GGOEAFKQ020499,Office,2,1.99,6.5,10.48,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,801","14,723",M,Illinois,4,GGOEYOLR018699,Office,10,6.99,6.5,76.4,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,794","14,911",F,California,34,GGOEYFKQ020699,Office,1,1.59,6.5,8.09,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,778","14,911",F,California,34,GGOEGFKQ020799,Office,35,2.99,6.5,111.15,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,766","14,911",F,California,34,GGOEYFKQ020699,Office,1,1.99,6.5,8.49,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,766","14,911",F,California,34,GGOEAFKQ020599,Office,1,2.99,6.5,9.49,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,748","14,911",F,California,34,GGOEGOCR017899,Office,15,3.19,35.3,83.15,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,748","14,911",F,California,34,GGOEGOCC017599,Office,15,3.19,35.3,83.15,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,748","14,911",F,California,34,GGOEGFKQ020399,Office,30,1.59,35.3,83,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,748","14,911",F,California,34,GGOEGFKA022299,Office,30,1.2,35.3,71.3,Used,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-06,"19,737","14,911",F,California,34,GGOEGOXQ016399,Office,1,1.99,6.5,8.49,Clicked,20,0.1,"3,000","1,665.47",2,feb,Medium-High
2019-02-05,"19,714","17,787",M,California,8,GGOEGFKQ020799,Office,1,2.39,6.5,8.89,Used,20,0.1,"3,000","2,486.46",2,feb,Medium-Low
2019-02-05,"19,714","17,787",M,California,8,GGOEGFKQ020399,Office,1,1.59,6.5,8.09,Used,20,0.1,"3,000","2,486.46",2,feb,Medium-Low
2019-02-04,"19,690","17,787",M,California,8,GGOEGOLC013299,Office,1,5.99,20,25.99,Used,20,0.1,700,"2,216.98",2,feb,Medium-Low
2019-02-04,"19,690","17,787",M,California,8,GGOEGOAQ020099,Office,1,2.99,20,22.99,Clicked,20,0.1,700,"2,216.98",2,feb,Medium-Low
2019-02-04,"19,671","16,477",F,Washington DC,50,GGOEYFKQ020699,Office,1,1.99,6.5,8.49,Used,20,0.1,700,"2,216.98",2,feb,Medium-High
2019-02-04,"19,671","16,477",F,Washington DC,50,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Clicked,20,0.1,700,"2,216.98",2,feb,Medium-High
2019-02-04,"19,671","16,477",F,Washington DC,50,GGOEAFKQ020599,Office,1,2.99,6.5,9.49,Clicked,20,0.1,700,"2,216.98",2,feb,Medium-High
2019-02-04,"19,665","16,477",F,Washington DC,50,GGOEGOAB022499,Office,1,39.99,6.5,46.49,Used,20,0.1,700,"2,216.98",2,feb,Medium-High
2019-02-04,"19,665","16,477",F,Washington DC,50,GGOEGOAA017199,Office,1,4.99,6.5,11.49,Clicked,20,0.1,700,"2,216.98",2,feb,Medium-High
2019-02-04,"19,662","14,210",F,New York,18,GGOEGOAA017199,Office,2,4.99,6.5,16.48,Not Used,20,0.1,700,"2,216.98",2,feb,Low
2019-02-19,"20,770","12,748",F,Illinois,28,GGOEAFKQ020599,Office,1,2.99,6.5,9.49,Used,20,0.1,"3,500","1,720.16",2,feb,Medium-High
2019-02-04,"19,660","14,210",F,New York,18,GGOEGOAQ018099,Office,1,3.99,6.5,10.49,Clicked,20,0.1,700,"2,216.98",2,feb,Low
2019-02-04,"19,660","14,210",F,New York,18,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Used,20,0.1,700,"2,216.98",2,feb,Low
2019-02-19,"20,772","12,748",F,Illinois,28,GGOEAFKQ020599,Office,1,2.39,6.5,8.89,Used,20,0.1,"3,500","1,720.16",2,feb,Medium-High
2019-02-19,"20,772","12,748",F,Illinois,28,GGOEGFKQ020399,Office,1,1.59,6.5,8.09,Clicked,20,0.1,"3,500","1,720.16",2,feb,Medium-High
2019-02-13,"20,339","16,931",F,New Jersey,37,GGOEGOCR017899,Office,1,3.99,6.5,10.49,Not Used,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-13,"20,339","16,931",F,New Jersey,37,GGOEGOBG023599,Office,1,2.99,6.5,9.49,Clicked,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-03,"19,613","14,083",M,Illinois,41,GGOEGOLC014299,Office,51,5.99,6.5,311.99,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,609","14,083",M,Illinois,41,GGOEGOLC014299,Office,9,4.79,13.78,56.89,Used,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,609","14,083",M,Illinois,41,GGOEGOAQ020099,Office,9,2.39,13.78,35.29,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,599","14,083",M,Illinois,41,GGOEGKAA019299,Office,2,1.59,12.76,15.94,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,599","14,083",M,Illinois,41,GGOEGFKQ020399,Office,1,1.59,12.76,14.35,Used,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,596","14,083",M,Illinois,41,GGOEGOXQ016399,Office,1,1.59,6.5,8.09,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,586","14,083",M,Illinois,41,GGOEGOLC014299,Office,40,4.79,62.74,254.34,Used,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-20,"20,831","17,211",F,Illinois,29,GGOEGOAA017199,Office,35,4.99,6.5,181.15,Not Used,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-03,"19,574","14,083",M,Illinois,41,GGOEGOXQ016399,Office,2,1.99,6.5,10.48,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-03,"19,574","14,083",M,Illinois,41,GGOEGOAQ018099,Office,1,3.99,6.5,10.49,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-20,"20,831","17,211",F,Illinois,29,GGOEGOAQ020099,Office,35,2.99,6.5,111.15,Clicked,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-20,"20,832","17,211",F,Illinois,29,GGOEGOAR013099,Office,5,4.4,6.5,28.5,Not Used,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-20,"20,836","17,211",F,Illinois,29,GGOEGOAB016099,Office,2,17.99,6.5,42.48,Clicked,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-20,"20,842","17,211",F,Illinois,29,GGOEAFKQ020499,Office,1,1.59,6.5,8.09,Used,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-20,"20,843","17,211",F,Illinois,29,GGOEGFKQ020399,Office,10,1.99,6.5,26.4,Clicked,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-03,"19,574","14,083",M,Illinois,41,GGOEGOAQ012899,Office,1,2.5,6.5,9,Clicked,20,0.1,700,"2,091.61",2,feb,Medium-High
2019-02-20,"20,847","17,211",F,Illinois,29,GGOEGOFH020299,Office,1,1.99,6.5,8.49,Clicked,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-02,"19,541","14,680",F,California,37,GGOEGOCC017599,Office,1,3.19,6.5,9.69,Used,20,0.1,700,770.87,2,feb,Medium-High
2019-02-20,"20,861","12,748",F,Illinois,28,GGOEGOAR013099,Office,100,5.5,6.5,556.5,Not Used,20,0.1,"3,500","2,768.28",2,feb,Medium-High
2019-02-20,"20,867","12,748",F,Illinois,28,GGOEYFKQ020699,Office,2,1.99,6.5,10.48,Clicked,20,0.1,"3,500","2,768.28",2,feb,Medium-High
2019-02-20,"20,872","12,748",F,Illinois,28,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Used,20,0.1,"3,500","2,768.28",2,feb,Medium-High
2019-02-20,"20,874","15,570",F,New Jersey,34,GGOEGOAQ012899,Office,30,2.5,6.5,81.5,Clicked,20,0.1,"3,500","2,768.28",2,feb,High
2019-02-02,"19,539","14,680",F,California,37,GGOEGOCB017499,Office,25,8.79,35.96,255.71,Used,20,0.1,700,770.87,2,feb,Medium-High
2019-02-02,"19,536","14,680",F,California,37,GGOEYOLR018699,Office,32,5.59,117.7,296.58,Clicked,20,0.1,700,770.87,2,feb,Medium-High
2019-02-21,"20,906","12,748",F,Illinois,28,GGOEGOAB016099,Office,2,17.99,6.5,42.48,Clicked,20,0.1,"3,500",727.39,2,feb,Medium-High
2019-02-14,"20,343","16,931",F,New Jersey,37,GGOEGOCB017499,Office,5,8.79,18.47,62.42,Used,20,0.1,"3,000",830.68,2,feb,High
2019-02-14,"20,349","16,814",M,California,22,GGOEGOAB021699,Office,75,1.99,6.5,155.75,Used,20,0.1,"3,000",830.68,2,feb,High
2019-02-14,"20,350","16,814",M,California,22,GGOEGFKQ020399,Office,1,1.99,6.5,8.49,Used,20,0.1,"3,000",830.68,2,feb,High
2019-02-22,"21,060","15,808",F,California,6,GGOEGOAR013099,Office,24,4.4,492.84,598.44,Used,20,0.1,"3,500",939.9,2,feb,High
2019-02-22,"21,065","15,808",F,California,6,GGOEGFKQ020399,Office,50,1.59,41.3,120.8,Clicked,20,0.1,"3,500",939.9,2,feb,High
2019-02-22,"21,078","15,808",F,California,6,GGOEGOAB021699,Office,15,1.59,18.47,42.32,Used,20,0.1,"3,500",939.9,2,feb,High
2019-02-22,"21,078","15,808",F,California,6,GGOEGOCB017499,Office,15,8.79,18.47,150.32,Used,20,0.1,"3,500",939.9,2,feb,High
2019-02-22,"21,097","15,808",F,California,6,GGOEYOLR018699,Office,10,5.59,41.3,97.2,Clicked,20,0.1,"3,500",939.9,2,feb,High
2019-02-22,"21,100","15,808",F,California,6,GGOEGOLC014299,Office,1,4.79,6.5,11.29,Clicked,20,0.1,"3,500",939.9,2,feb,High
2019-02-22,"21,108","12,748",F,Illinois,28,GGOEGOLC013299,Office,30,4.79,28.78,172.48,Clicked,20,0.1,"3,500",939.9,2,feb,Medium-High
2019-02-13,"20,327","16,931",F,New Jersey,37,GGOEGOXQ016399,Office,30,1.99,6.5,66.2,Clicked,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-22,"21,109","12,748",F,Illinois,28,GGOEGOAR013099,Office,2,4.4,35.3,44.1,Clicked,20,0.1,"3,500",939.9,2,feb,Medium-High
2019-02-22,"21,124","12,748",F,Illinois,28,GGOEGOLC014299,Office,1,4.79,6.5,11.29,Used,20,0.1,"3,500",939.9,2,feb,Medium-High
2019-02-22,"21,125","12,748",F,Illinois,28,GGOEGFKA022299,Office,1,1.5,6.5,8,Clicked,20,0.1,"3,500",939.9,2,feb,Medium-High
2019-02-22,"21,125","12,748",F,Illinois,28,GGOEGFKQ020799,Office,1,2.99,6.5,9.49,Clicked,20,0.1,"3,500",939.9,2,feb,Medium-High
2019-02-13,"20,327","16,931",F,New Jersey,37,GGOEGOAR021999,Office,20,1.5,6.5,36.5,Clicked,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-22,"21,128","17,858",M,Illinois,34,GGOEAFKQ020599,Office,2,2.39,6.5,11.28,Clicked,20,0.1,"3,500",939.9,2,feb,Medium-Low
2019-02-23,"21,156","14,527",M,California,43,GGOEGFKQ020399,Office,4,8.99,6.48,42.44,Not Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,156","14,527",M,California,43,GGOEGOBG023599,Office,4,8.99,6.48,42.44,Clicked,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,156","14,527",M,California,43,GGOEGOCC017599,Office,4,8.99,6.48,42.44,Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,156","14,527",M,California,43,GGOEYOLR080599,Office,4,8.99,6.48,42.44,Not Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-01,"19,437","12,427",F,New York,37,GGOEGGOA017399,Office,40,0.99,6.5,46.1,Clicked,20,0.1,700,692.67,2,feb,High
2019-02-23,"21,162","14,527",M,California,43,GGOEAFKQ020499,Office,1,18.99,6.5,25.49,Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,162","14,527",M,California,43,GGOEGOAA017099,Office,1,18.99,6.5,25.49,Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,162","14,527",M,California,43,GGOEGOAR013099,Office,1,18.99,6.5,25.49,Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,162","14,527",M,California,43,GGOEGOBG023599,Office,1,18.99,6.5,25.49,Not Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-23,"21,162","14,527",M,California,43,GGOEGOCC017599,Office,1,18.99,6.5,25.49,Used,20,0.1,"3,500","2,548.51",2,feb,Medium-Low
2019-02-01,"19,433","12,841",F,California,19,GGOEAFKQ020599,Office,20,2.39,6.5,54.3,Not Used,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,430","12,841",F,California,19,GGOEGOCT019199,Office,10,7.99,35.96,115.86,Not Used,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,430","12,841",F,California,19,GGOEGOCB017499,Office,10,8.79,35.96,123.86,Not Used,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,430","12,841",F,California,19,GGOEAOCH014199,Office,10,7.19,35.96,107.86,Used,20,0.1,700,692.67,2,feb,High
2019-02-28,"21,600","14,606",F,Illinois,33,GGOEGOFH020299,Office,100,1.99,6.5,205.5,Used,20,0.1,"4,000","1,817.18",2,feb,Medium-High
2019-02-28,"21,600","14,606",F,Illinois,33,GGOEGGOA017399,Office,200,0.99,6.5,204.5,Clicked,20,0.1,"4,000","1,817.18",2,feb,Medium-High
2019-02-01,"19,418","12,841",F,California,19,GGOEGOCC017599,Office,10,3.99,106,145.9,Used,20,0.1,700,692.67,2,feb,High
2019-02-28,"21,599","14,606",F,Illinois,33,GGOEGOCR017899,Office,1,3.19,6.5,9.69,Clicked,20,0.1,"4,000","1,817.18",2,feb,Medium-High
2019-02-01,"19,418","12,841",F,California,19,GGOEGOAA017099,Office,20,3.99,106,185.8,Clicked,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,418","12,841",F,California,19,GGOEGFKQ020399,Office,5,1.99,106,115.95,Used,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,416","12,841",F,California,19,GGOEGOCC017599,Office,10,3.99,6.5,46.4,Clicked,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,416","12,841",F,California,19,GGOEGOAA017099,Office,20,3.99,6.5,86.3,Not Used,20,0.1,700,692.67,2,feb,High
2019-02-01,"19,416","12,841",F,California,19,GGOEGFKQ020399,Office,10,1.99,6.5,26.4,Used,20,0.1,700,692.67,2,feb,High
2019-02-13,"20,327","16,931",F,New Jersey,37,GGOEGOAB015899,Office,50,1.5,6.5,81.5,Clicked,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-13,"20,327","16,931",F,New Jersey,37,GGOEGOAB012999,Office,20,5.99,6.5,126.3,Used,20,0.1,"3,000","2,007.32",2,feb,High
2019-02-01,"19,413","12,841",F,California,19,GGOEGOCR017899,Office,10,3.99,6.5,46.4,Used,20,0.1,700,692.67,2,feb,High
